claim_number;age_of_driver;gender;marital_status;safty_rating;annual_income;high_education_ind;address_change_ind;living_status;zip_code;claim_date;claim_day_of_week;accident_site;past_num_of_claims;witness_present_ind;liab_prct;channel;policy_report_filed_ind;claim_est_payout;age_of_vehicle;vehicle_category;vehicle_price;vehicle_color;vehicle_weight;fraud
12107;31;M;1.0;89;34346;1;0;Own;50023;9/13/2015;Sunday;Local;2;1.0;96;Phone;1;8.441.269.945.999.990;8.0;Medium;159.749.481;gray;999.701.697;0
12108;36;M;1.0;55;35828;1;0;Own;15045;3/31/2016;Thursday;Local;0;1.0;87;Online;0;415.052.129;5.0;Compact;1.789.936.367;other;4.607.361.593;0
12110;25;M;1.0;85;32207;1;0;Rent;20141;9/30/2016;Friday;Local;1;0.0;92;Phone;1;5.319.474.128;6.0;Medium;4.690.488.223;silver;16.243.423.180.000.000;0
12111;48;M;1.0;75;38729;0;0;Rent;85068;8/18/2015;Tuesday;Local;1;1.0;49;Phone;1;364.617.569;4.0;Large;1.011.032.431;gray;250.271.472;0
12112;51;M;1.0;36;39343;1;1;Own;15035;8/13/2015;Thursday;Parking Lot;2;0.0;51;Phone;1;6.328.046.625.999.990;5.0;Large;36.451.283.110.000.000;gray;26.826.752.940.000.000;0
12114;36;M;1.0;86;35831;0;1;Rent;85009;11/28/2015;Saturday;Parking Lot;2;0.0;50;Broker;0;4.608.926.156;6.0;Large;3.281.499.549;black;183.614.485;0
12115;58;F;1.0;39;40617;0;1;Rent;15012;6/17/2015;Wednesday;Highway;0;0.0;0;Broker;1;6.367.726.571;4.0;Compact;1.825.810.805;black;2.143.965.711;0
12116;49;F;0.0;94;38902;0;0;Own;80106;07/06/2016;Wednesday;Local;2;1.0;7;Broker;1;303.460.578;11.0;Compact;7.137.048.491;white;1.573.126.689;1
12120;47;F;1.0;58;38491;0;0;Own;20149;08/04/2016;Thursday;Parking Lot;0;0.0;57;Broker;0;4.270.700.581;6.0;Large;222.715.391;blue;17.575.995.590.000.000;0
12122;32;F;1.0;67;34663;1;1;Own;50039;7/27/2015;Monday;Local;0;0.0;4;Broker;1;4.013.207.793;5.0;Compact;32.358.012.389.999.900;blue;36.069.445.210.000.000;0
12123;39;F;1.0;88;36633;1;1;Rent;20105;8/16/2016;Tuesday;Local;0;0.0;98;Broker;1;5.862.402.792;0.0;Compact;2.734.761.107;white;2.036.206.248;0
12125;49;F;1.0;81;38931;1;1;Own;80020;08/04/2016;Thursday;Local;0;0.0;86;Broker;0;53.021.056.229.999.900;3.0;Compact;2.144.834.845;other;1.538.268.346;0
12126;32;M;0.0;43;34621;0;0;Rent;15060;1/20/2016;Wednesday;Local;0;0.0;83;Broker;0;2.270.032.182;4.0;Compact;168.093.156;black;279.203.586;0
12127;43;M;1.0;76;37607;1;1;Rent;15012;07/10/2015;Friday;Local;1;1.0;93;Broker;0;4.247.938.548;8.0;Large;3.800.160.959;blue;3.412.251.191;0
12130;78;F;1.0;80;43569;1;0;Rent;85077;07/06/2016;Wednesday;Parking Lot;0;0.0;0;Broker;0;6.253.032.134;5.0;Medium;45.622.751.410.000.000;gray;899.272.068;0
12131;40;F;1.0;91;36896;1;0;Rent;20148;11/11/2015;Wednesday;Local;0;0.0;25;Phone;0;7.999.267.579;2.0;Compact;2.238.826.987;silver;166.981.308;0
12132;38;F;1.0;81;36359;1;0;Own;20116;7/23/2015;Thursday;Local;1;0.0;11;Broker;1;5.967.545.625;3.0;Medium;5.564.933.648;white;2.425.789.844;0
12133;36;F;1.0;96;35837;1;1;Rent;80025;4/27/2016;Wednesday;Local;0;0.0;13;Phone;0;7.432.849.323;5.0;Medium;1.499.030.891;red;132.788.387;0
12135;20;M;1.0;94;29965;1;0;Rent;80030;07/11/2015;Saturday;Parking Lot;0;0.0;50;Online;1;4.586.659.749;5.0;Medium;3.928.803.688;blue;341.234.746;0
12138;35;F;1.0;13;35546;1;0;Own;80014;09/06/2015;Sunday;Local;0;0.0;0;Phone;0;3.859.345.532;3.0;Medium;8.632.607.410.999.990;other;2.166.781.074;0
12140;39;F;0.0;74;36612;1;1;Own;15009;7/24/2015;Friday;Local;0;0.0;49;Phone;0;5.297.005.631;6.0;Compact;18.080.706.169.999.900;other;3.306.705.158;0
12141;36;F;1.0;71;35838;1;1;Rent;85048;2/25/2015;Wednesday;Parking Lot;0;0.0;38;Broker;0;36.472.622.810.000.000;3.0;Medium;1.705.986.113;red;24.035.103.280.000.000;0
12142;31;F;1.0;28;34336;1;1;Own;20132;4/30/2015;Thursday;Local;1;0.0;7;Broker;1;5.270.260.338;2.0;Large;1.868.778.753;red;29.220.387.689.999.900;1
12143;35;F;0.0;78;35548;1;0;Rent;80040;5/26/2015;Tuesday;Highway;0;0.0;2;Broker;1;1.046.155.343;2.0;Compact;13.523.119.169.999.900;other;1.811.717.731;0
12148;45;F;0.0;72;38060;1;1;Rent;80042;10/15/2015;Thursday;Highway;0;1.0;6;Phone;0;2.587.833.306;9.0;Large;3.242.546.466;white;3.407.299.539;1
12149;34;F;0.0;54;35252;0;0;Rent;85070;2/14/2016;Sunday;Highway;0;0.0;49;Broker;1;39.675.499.369.999.900;2.0;Large;1.225.347.351;red;1.996.617.105;0
12150;66;F;1.0;74;41904;1;0;Own;50002;01/04/2015;Sunday;Parking Lot;0;0.0;36;Broker;0;5.651.255.967;2.0;Medium;1.727.548.055;silver;7.280.195.831;0
12151;24;F;1.0;84;31789;1;0;Rent;20109;6/18/2016;Saturday;Local;2;0.0;0;Online;1;4.000.798.424;2.0;Compact;18.220.402.019.999.900;other;1.727.126.679;0
12154;50;F;1.0;66;39124;0;1;Own;20108;7/17/2015;Friday;Parking Lot;0;0.0;94;Broker;1;3.683.005.677;7.0;Compact;3.331.846.086;white;1.066.266.099;0
12155;39;M;1.0;78;36636;1;1;Own;85022;03/08/2015;Sunday;Local;0;0.0;99;Phone;1;4.247.902.627;5.0;Large;1.469.730.989;silver;207.875.977;0
12161;39;M;0.0;77;36626;1;1;Own;15003;7/20/2016;Wednesday;Local;2;1.0;50;Broker;1;3.975.178.897;4.0;Large;3.831.168.142;blue;1.112.252.182;1
12162;62;M;1.0;67;41258;1;0;Own;50009;01/02/2016;Saturday;Highway;0;0.0;65;Phone;0;40.654.279.619.999.900;6.0;Large;20.386.394.669.999.900;black;17.446.564.440.000.000;0
12163;29;F;1.0;91;33674;0;0;Own;20135;03/05/2016;Saturday;Parking Lot;0;0.0;86;Online;0;7.852.695.789;4.0;Large;6.341.133.635;blue;81.199.189;0
12164;41;F;0.0;49;37147;1;1;Own;85082;7/28/2015;Tuesday;Parking Lot;0;0.0;15;Broker;1;2.693.568.136;4.0;Compact;4.947.037.977;gray;148.211.702;0
12165;45;M;0.0;91;38074;1;0;Own;50058;4/29/2015;Wednesday;Parking Lot;1;0.0;32;Broker;1;8.212.484.727;5.0;Medium;1.628.348.776;gray;11.509.421.999.999.900;0
12168;71;M;1.0;53;42624;1;0;Own;80011;3/18/2016;Friday;Local;0;0.0;100;Online;1;33.246.518.140.000.000;2.0;Compact;2.499.390.754;silver;288.768.521;0
12169;67;M;1.0;86;42057;1;1;Own;15046;06/06/2015;Saturday;Local;2;0.0;0;Phone;1;496.357.777;5.0;Large;3.611.001.221;red;2.295.969.883;0
12170;27;F;1.0;81;32954;1;0;Own;15020;3/31/2015;Tuesday;Parking Lot;0;0.0;2;Online;1;2.484.172.934;7.0;Large;8.513.339.354.000.000;red;33.651.288.160.000.000;0
12173;54;M;1.0;82;39884;1;1;Own;20106;03/09/2015;Monday;Local;0;0.0;50;Broker;1;2.848.736.942;7.0;Large;102.569.599;blue;21.752.714.630.000.000;0
12174;34;F;1.0;85;35250;1;1;Own;50051;6/15/2015;Monday;Local;0;0.0;52;Broker;0;5.083.513.598;4.0;Medium;9.789.094.073;gray;19.820.281.890.000.000;0
12176;54;M;1.0;95;39867;1;0;Own;15025;4/15/2015;Wednesday;Local;0;0.0;25;Phone;1;4.981.517.242;2.0;Medium;264.649.108;red;1.142.033.216;0
12177;28;M;1.0;75;33337;1;1;Rent;80025;01/02/2015;Friday;Local;0;0.0;51;Online;1;3.787.444.994;7.0;Large;32.630.466.010.000.000;red;9.591.673.306;0
12178;38;F;1.0;94;36381;1;0;Rent;85029;12/13/2016;Tuesday;Local;0;1.0;94;Phone;1;6.171.637.704;7.0;Medium;1.082.569.374;gray;3.093.596.023;0
12179;47;M;1.0;33;38495;1;1;Rent;20156;4/30/2015;Thursday;Local;0;0.0;16;Broker;1;570.371.775;5.0;Compact;3.982.940.238;blue;15.857.757.930.000.000;0
12181;40;F;0.0;49;36894;1;0;Own;15057;6/15/2015;Monday;Parking Lot;0;0.0;97;Broker;1;1.555.518.121;1.0;Compact;2.309.526.936;gray;18.495.740.990.000.000;0
12184;21;M;1.0;71;30449;1;1;Own;15009;10/10/2015;Saturday;Parking Lot;0;0.0;94;Online;1;2.851.689.346;4.0;Compact;5.164.548.097;red;1.593.896.195;0
12185;36;M;1.0;54;35845;1;0;Rent;20109;7/27/2015;Monday;Local;1;1.0;5;Phone;1;5.569.335.563.000.000;6.0;Compact;1.653.608.775;black;11.280.679.479.999.900;0
12186;45;F;1.0;90;38056;0;1;Own;50049;12/06/2015;Sunday;Highway;0;0.0;5;Phone;1;4.660.428.909;7.0;Medium;15.182.791.790.000.000;blue;2.251.863.285;0
12187;36;M;0.0;53;35847;1;1;Rent;20163;12/18/2016;Sunday;Highway;0;0.0;3;Broker;0;4.988.940.509;4.0;Large;2.000.176.182;gray;1.645.025.964;0
12188;37;M;1.0;68;36104;0;1;Own;80016;07/01/2016;Friday;Local;0;0.0;50;Phone;1;2.269.326.255;7.0;Compact;241.591.998;silver;18.244.731.480.000.000;0
12190;48;M;1.0;89;38733;1;0;Own;20106;3/16/2015;Monday;Parking Lot;1;0.0;1;Phone;1;67.436.062.790.000.000;4.0;Medium;2.739.431.258;silver;2.388.360.344;0
12191;57;M;1.0;64;40416;1;1;Rent;85033;3/13/2015;Friday;Parking Lot;0;0.0;87;Broker;1;41.471.704.979.999.900;8.0;Medium;165.691.478;black;3.022.316.158;0
12193;48;M;1.0;84;38711;1;1;Own;85027;12/01/2016;Thursday;Parking Lot;0;0.0;66;Broker;0;2.347.286.809;1.0;Large;3.594.064.092;silver;3.159.613.955;0
12195;46;M;0.0;94;38290;0;1;Rent;20142;3/18/2015;Wednesday;Parking Lot;0;0.0;100;Phone;0;6.057.982.603;3.0;Medium;29.396.992.889.999.900;silver;2.558.807.924;0
12196;31;M;1.0;92;34333;0;1;Own;80022;6/16/2016;Thursday;Local;2;1.0;82;Broker;1;1.029.315.539;7.0;Medium;1.047.347.802;silver;7.611.525.651.000.000;0
12197;55;M;1.0;40;40058;0;1;Rent;50022;7/22/2016;Friday;Highway;0;0.0;100;Phone;1;484.071.495;5.0;Compact;7.406.034.723.999.990;other;1.403.854.514;0
12198;36;M;1.0;45;35835;1;1;Own;80021;06/04/2015;Thursday;Highway;0;1.0;27;Phone;1;4.694.833.893;4.0;Medium;1.104.388.431;white;520.074.235;0
12199;56;M;1.0;91;40259;1;0;Own;20106;05/06/2016;Friday;Parking Lot;0;0.0;5;Broker;0;3.891.305.435;2.0;Compact;1.439.342.249;other;2.403.316.157;0
12201;58;F;1.0;72;-1;0;1;Rent;20101;9/25/2016;Sunday;Highway;0;0.0;72;Phone;1;5.420.918.014;3.0;Compact;16.014.081.880.000.000;gray;4.350.803.858;0
12202;34;F;1.0;82;35265;1;0;Own;50046;9/15/2016;Thursday;Local;2;0.0;19;Broker;1;7.443.268.279.000.000;4.0;Compact;9.995.428.152;silver;2.492.760.761;0
12204;66;M;0.0;83;41905;1;0;Own;80038;8/20/2015;Thursday;Local;0;1.0;56;Broker;1;3.829.667.043;1.0;Compact;1.253.652.752;gray;9.478.457.804.000.000;0
12205;34;F;1.0;56;35263;1;0;Own;85022;7/19/2015;Sunday;Local;0;0.0;57;Phone;0;54.006.066.789.999.900;6.0;Medium;1.864.776.524;red;1.131.941.866;0
12206;35;M;1.0;77;35540;1;0;Own;85008;01/01/2016;Friday;Parking Lot;0;0.0;0;Broker;1;5.635.527.596;4.0;Compact;1.078.383.314;white;2.048.989.211;0
12208;56;M;0.0;73;40248;0;1;Rent;80041;11/03/2016;Thursday;Parking Lot;0;0.0;51;Phone;0;5.586.870.005;9.0;Medium;1.195.621.154;other;3.716.861.655;0
12209;56;F;0.0;63;40246;0;1;Own;15030;08/04/2016;Thursday;Parking Lot;0;0.0;22;Broker;0;2.998.446.578;8.0;Medium;15.650.706.259.999.900;other;3.734.016.544;0
12210;51;F;1.0;74;39313;0;0;Rent;15045;10/08/2016;Saturday;Local;0;0.0;92;Phone;0;1.138.990.958;4.0;Medium;2.262.243.563;black;10.673.464.820.000.000;1
12212;50;F;1.0;34;39114;1;1;Rent;15025;06/08/2016;Wednesday;Local;1;1.0;95;Broker;1;60.430.747.759.999.900;4.0;Medium;17.477.173.280.000.000;silver;2.200.477.671;0
12214;42;F;1.0;36;37372;1;0;Rent;15054;2/18/2015;Wednesday;Parking Lot;0;0.0;100;Phone;1;1.232.270.178;4.0;Medium;1.787.745.622;black;1.312.187.144;1
12215;30;M;1.0;89;34010;0;0;Own;50020;07/04/2016;Monday;Parking Lot;0;0.0;70;Phone;0;39.992.631.450.000.000;8.0;Large;2.261.326.813;other;20.972.753.969.999.900;0
12216;43;M;1.0;75;37613;1;1;Own;15043;5/13/2015;Wednesday;Highway;0;0.0;85;Online;1;2.006.577.123;7.0;Large;255.693.384;black;197.762.295;1
12217;32;F;0.0;63;34667;0;1;Rent;15027;06/06/2015;Saturday;Local;0;0.0;71;Broker;1;59.126.091.049.999.900;8.0;Compact;2.313.628.984;red;12.081.100.770.000.000;0
12219;34;M;1.0;91;35256;0;1;Own;20144;8/28/2016;Sunday;Highway;0;0.0;71;Phone;1;55.621.718.630.000.000;7.0;Large;39.602.860.089.999.900;silver;2.360.616.994;0
12220;37;M;1.0;89;36097;1;0;Rent;20106;11/18/2015;Wednesday;Local;0;0.0;78;Broker;1;3.035.820.684;4.0;Medium;7.921.601.573.999.990;other;35.828.657.269.999.900;0
12222;38;F;0.0;78;36370;1;0;Own;80102;9/19/2016;Monday;Highway;0;0.0;20;Broker;1;2.618.279.971;2.0;Medium;1.808.412.586;silver;81.104.253.530.000.000;0
12225;47;F;1.0;61;38490;0;1;Rent;80045;12/14/2015;Monday;Local;0;0.0;26;Phone;0;3.719.820.362;4.0;Compact;6.187.674.905;blue;1.803.427.681;0
12226;39;F;1.0;61;36630;1;1;Rent;15035;02/01/2015;Sunday;Local;0;1.0;3;Broker;1;30.664.766.649.999.900;3.0;Large;1.974.964.991;white;231.880.452;1
12227;49;F;1.0;64;38919;0;0;Rent;15050;02/04/2015;Wednesday;Parking Lot;0;0.0;94;Online;0;9.041.331.527;7.0;Compact;3.678.507.814;other;1.671.288.592;1
12228;37;M;1.0;90;36113;1;1;Own;15035;7/18/2015;Saturday;Local;0;0.0;4;Broker;0;53.649.253.929.999.900;2.0;Compact;2.576.811.592;blue;28.512.203.869.999.900;0
12230;36;M;1.0;92;35849;1;0;Own;15010;2/26/2016;Friday;Parking Lot;0;0.0;2;Broker;1;7.244.583.834;4.0;Large;2.577.865.524;gray;2.895.649.627;0
12231;30;F;1.0;71;33995;1;1;Own;50009;09/08/2016;Thursday;Local;1;;79;Phone;1;1.992.832.548;9.0;Compact;23.363.470.019.999.900;red;2.466.651.953;0
12232;30;F;1.0;93;34006;1;1;Own;15044;4/30/2015;Thursday;Highway;1;1.0;6;Broker;0;1.961.922.716;6.0;Medium;3.310.684.517;black;1.519.050.411;0
12234;52;M;0.0;80;39492;0;0;Rent;80028;5/16/2015;Saturday;Local;0;1.0;93;Broker;1;1.312.575.684;5.0;Medium;2.016.777.545;blue;1.244.022.465;0
12236;31;F;1.0;80;34325;1;1;Rent;80104;7/29/2015;Wednesday;Parking Lot;2;0.0;3;Broker;1;1.338.571.962;3.0;Compact;51.291.266.590.000.000;blue;16.173.761.919.999.900;0
12243;32;M;1.0;93;34657;1;1;Own;15007;12/28/2015;Monday;Local;1;0.0;38;Phone;1;6.877.216.103;5.0;Large;1.669.413.929;silver;1.387.712.504;0
12244;31;M;1.0;60;34360;1;0;Own;85080;4/15/2016;Friday;Local;1;0.0;97;Broker;1;2.695.228.533;4.0;Medium;2.370.881.046;red;1.285.173.261;0
12245;49;F;1.0;64;38907;0;1;Rent;20132;8/23/2015;Sunday;Local;2;0.0;50;Broker;1;8.919.107.398;6.0;Compact;4.402.864.999;blue;47.336.620.760.000.000;1
12248;24;M;1.0;16;31790;1;1;Rent;85050;4/22/2016;Friday;Parking Lot;0;0.0;49;Online;1;7.711.578.392;5.0;Compact;107.241.851;white;1.824.529.265;0
12250;31;F;1.0;72;34331;0;0;Own;80002;5/18/2015;Monday;Highway;0;0.0;70;Online;1;4.298.677.122;6.0;Medium;2.914.912.924;white;1.742.252.754;0
12254;63;F;0.0;72;41422;1;0;Own;85033;10/16/2015;Friday;Local;0;0.0;3;Broker;1;35.198.924.939.999.900;3.0;Large;187.045.389;silver;2.518.109.567;0
12257;37;M;1.0;89;36096;1;1;Rent;15050;01/08/2015;Thursday;Local;0;0.0;94;Phone;0;30.032.622.739.999.900;6.0;Large;4.337.320.346;white;47.472.077.410.000.000;0
12260;65;M;1.0;45;41728;1;0;Own;15025;5/21/2015;Thursday;Local;0;1.0;4;Broker;0;41.269.557.270.000.000;6.0;Large;3.190.956.995;blue;1.583.155.191;0
12261;26;F;1.0;79;32585;1;0;Own;80046;2/21/2015;Saturday;Parking Lot;1;0.0;29;Phone;1;5.276.761.081.000.000;4.0;Compact;1.454.638.612;other;3.532.224.265;0
12262;46;M;1.0;51;38289;0;1;Own;50047;07/04/2015;Saturday;Parking Lot;0;0.0;100;Broker;1;5.740.059.498;5.0;Medium;1.665.523.351;silver;20.593.538.080.000.000;0
12264;33;M;1.0;75;34971;1;1;Own;50044;7/21/2015;Tuesday;Highway;1;1.0;100;Phone;1;2.985.786.553;5.0;Compact;2.325.697.657;other;5.563.020.221;0
12266;43;M;0.0;80;37602;1;0;Own;15003;05/01/2016;Sunday;Local;0;0.0;51;Broker;0;9.527.936.934.000.000;5.0;Medium;14.559.968.340.000.000;black;24.833.704.719.999.900;1
12269;32;F;0.0;82;34638;1;1;Own;80027;04/02/2015;Thursday;Local;0;0.0;50;Broker;0;688.821.443;8.0;Compact;1.500.471.781;white;29.652.514.560.000.000;0
12277;38;F;1.0;69;36387;1;1;Own;85061;08/01/2016;Monday;Highway;0;0.0;2;Broker;1;44.039.928.119.999.900;6.0;Compact;2.135.681.832;white;36.819.516.019.999.900;0
12278;46;M;1.0;65;38302;1;0;Rent;80028;9/30/2016;Friday;Local;0;0.0;9;Phone;0;3.955.861.662;1.0;Compact;6.446.526.618;gray;55.022.786.629.999.900;0
12281;35;M;1.0;82;35552;1;1;Own;80002;08/11/2016;Thursday;Highway;1;1.0;95;Broker;1;4.261.154.348;3.0;Compact;2.430.311.794;gray;30.252.809.210.000.000;1
12282;36;M;1.0;88;35824;1;1;Own;85024;11/05/2015;Thursday;Local;0;0.0;95;Broker;1;4.181.382.589;6.0;Compact;3.473.277.604;white;1.866.011.299;0
12288;53;M;1.0;46;39698;1;0;Rent;80012;6/21/2015;Sunday;Parking Lot;0;0.0;23;Broker;0;6.438.964.212;5.0;Medium;1.027.821.647;other;1.015.534.452;0
12289;48;M;0.0;52;38710;1;1;Own;15001;01/03/2016;Sunday;Highway;1;0.0;1;Broker;0;2.776.804.738;7.0;Medium;8.365.259.135;red;2.313.679.865;1
12290;46;M;1.0;50;38276;0;1;Rent;80020;10/05/2016;Wednesday;Parking Lot;0;1.0;45;Broker;1;49.056.936.049.999.900;7.0;Compact;3.759.562.021;gray;2.244.529.226;0
12291;50;F;0.0;49;39099;0;1;Rent;85072;8/28/2016;Sunday;Parking Lot;0;0.0;50;Broker;1;5.662.422.215;2.0;Large;1.182.807.285;black;1.058.970.098;0
12294;40;F;0.0;72;36884;0;1;Rent;80002;8/21/2015;Friday;Parking Lot;0;0.0;99;Phone;0;6.722.153.015.000.000;8.0;Large;4.114.842.298;blue;5.839.667.667.000.000;1
12295;42;F;0.0;77;37385;1;1;Rent;20108;11/01/2015;Sunday;Local;0;0.0;50;Broker;0;7.706.825.274;6.0;Compact;3.843.051.307;other;16.328.815.869.999.900;1
12297;31;F;1.0;59;34344;1;1;Own;15052;03/04/2015;Wednesday;Highway;0;0.0;60;Broker;1;6.486.687.076;3.0;Compact;2.276.974.292;other;2.402.804.291;0
12299;52;F;1.0;53;39505;1;1;Own;80108;6/20/2015;Saturday;Highway;0;1.0;4;Broker;1;3.763.442.408;6.0;Large;9.663.923.674;black;2.374.976.438;0
12300;48;F;1.0;85;38697;1;1;Own;80024;6/20/2016;Monday;Local;1;1.0;35;Broker;0;3.502.243.343;7.0;Compact;2.750.330.647;other;25.357.547.319.999.900;0
12301;41;F;1.0;94;37151;0;1;Rent;20111;6/20/2015;Saturday;Parking Lot;1;1.0;67;Broker;1;6.183.526.625;6.0;Large;14.352.671.890.000.000;red;4.713.551.454;0
12305;31;F;1.0;83;34340;1;0;Rent;50007;2/20/2015;Friday;Local;5;0.0;88;Broker;1;39.749.780.600.000.000;2.0;Medium;4.343.841.482;silver;2.034.525.788;0
12309;59;M;0.0;90;40771;1;0;Own;85002;1/21/2016;Thursday;Parking Lot;2;0.0;66;Phone;1;8.270.369.129;6.0;Medium;2.182.663.121;other;2.237.448.797;0
12310;48;M;0.0;49;38731;0;1;Rent;50049;09/01/2015;Tuesday;Local;0;1.0;99;Broker;1;9.025.704.348.999.990;3.0;Medium;2.362.717.557;other;30.189.572.610.000.000;0
12311;45;F;1.0;89;38082;1;1;Rent;20159;12/17/2016;Saturday;Highway;2;0.0;88;Broker;1;30.855.209.370.000.000;6.0;Medium;42.370.229.119.999.900;gray;29.374.113.569.999.900;1
12312;48;F;1.0;52;38723;1;1;Own;20147;11/03/2015;Tuesday;Local;0;0.0;72;Broker;1;18.648.509.980.000.000;5.0;Medium;15.144.574.680.000.000;white;4.004.851.296;1
12313;46;F;1.0;69;38300;1;1;Rent;80040;9/18/2015;Friday;Parking Lot;1;1.0;71;Broker;0;59.986.084.280.000.000;10.0;Compact;37.463.815.969.999.900;blue;29.208.210.730.000.000;0
12315;55;M;0.0;64;40079;0;0;Rent;15021;9/30/2016;Friday;Parking Lot;0;1.0;29;Broker;0;9.032.443.812.000.000;5.0;Medium;16.223.172.680.000.000;white;381.973.266;0
12318;32;F;1.0;84;34675;0;1;Own;15050;7/27/2016;Wednesday;Parking Lot;0;0.0;1;Broker;0;2.703.189.575;14.0;Large;2.351.232.053;silver;1.481.215.869;0
12319;47;M;1.0;70;38508;0;0;Rent;85070;4/20/2015;Monday;Local;1;1.0;62;Phone;1;904.430.837;8.0;Medium;1.240.607.769;black;128.047.587;0
12322;54;F;1.0;73;39887;0;0;Rent;50026;05/01/2015;Friday;Parking Lot;0;0.0;30;Broker;1;77.378.903.709.999.900;1.0;Compact;7.909.992.309;black;32.231.650.680.000.000;0
12323;54;M;1.0;96;39872;1;1;Own;20135;12/11/2016;Sunday;Local;1;0.0;92;Broker;1;7.906.499.281;8.0;Medium;18.268.272.390.000.000;other;1.018.970.948;0
12324;42;F;1.0;58;37377;1;1;Own;80108;5/26/2015;Tuesday;Local;0;0.0;19;Broker;0;18.412.080.210.000.000;3.0;Compact;4.942.588.595;gray;2.065.608.211;0
12326;42;M;1.0;77;37371;1;1;Own;20160;6/18/2016;Saturday;Local;0;1.0;81;Broker;1;4.800.903.432;4.0;Compact;45.768.744.510.000.000;blue;160.775.554;0
12327;55;F;1.0;32;40069;1;1;Rent;85064;8/19/2016;Friday;Local;0;0.0;59;Broker;1;4.233.226.978;3.0;Compact;21.438.668.690.000.000;silver;11.847.004.809.999.900;1
12328;49;M;1.0;83;38908;0;1;Own;15009;1/31/2016;Sunday;Parking Lot;0;0.0;12;Broker;1;6.450.113.729;2.0;Large;1.483.492.538;blue;20.164.285;0
12329;50;M;1.0;84;39132;0;1;Own;80027;11/17/2016;Thursday;Local;5;0.0;99;Phone;1;2.725.891.941;4.0;Compact;2.257.664.862;other;4.789.044.031;0
12332;48;F;0.0;79;38710;0;0;Own;85060;3/28/2016;Monday;Local;0;1.0;94;Broker;0;5.119.624.607;7.0;Compact;27.600.127.660.000.000;black;1.370.637.991;1
12333;40;F;0.0;84;36892;1;1;Rent;50001;6/13/2016;Monday;Local;1;0.0;10;Broker;1;4.796.687.258;6.0;Compact;1.896.192.364;red;3.628.795.786;0
12335;52;F;1.0;76;39504;1;0;Own;80034;08/11/2016;Thursday;Local;0;0.0;93;Broker;0;231.958.566;3.0;Compact;1.907.328.113;silver;37.018.528.889.999.900;0
12336;40;M;1.0;82;36891;1;1;Own;80047;10/14/2016;Friday;Highway;1;0.0;53;Phone;1;38.616.784.770.000.000;6.0;Large;3.282.904.668;red;1.117.334.484;0
12337;55;F;1.0;97;40086;1;1;Own;85013;12/01/2015;Tuesday;Highway;0;0.0;50;Broker;1;6.156.731.483;9.0;Large;1.625.744.472;other;2.130.670.231;0
12339;53;F;0.0;44;39695;0;1;Own;15015;08/04/2016;Thursday;Local;0;1.0;43;Phone;0;3.303.203.617;9.0;Large;2.088.423.295;gray;428.306.669;0
12340;28;M;1.0;91;33337;1;1;Rent;20109;08/12/2015;Wednesday;Highway;0;1.0;49;Online;1;23.738.290.859.999.900;2.0;Large;2.598.590.272;gray;2.529.309.394;0
12341;40;F;1.0;91;36885;0;1;Own;50001;2/28/2015;Saturday;Highway;0;0.0;3;Broker;1;4.440.716.667.000.000;5.0;Medium;1.881.232.925;white;15.463.457.919.999.900;0
12344;44;M;1.0;67;37844;1;0;Own;15025;3/27/2016;Sunday;Parking Lot;1;0.0;50;Broker;0;4.891.124.793;9.0;Large;1.027.144.663;gray;3.086.800.955;1
12345;56;M;1.0;92;40249;1;0;Own;20117;11/28/2015;Saturday;Highway;0;0.0;99;Broker;0;30.834.614.109.999.900;4.0;Compact;2.040.497.942;red;40.488.246.649.999.900;1
12346;51;M;1.0;86;39313;0;0;Own;15025;10/09/2015;Friday;Parking Lot;0;0.0;79;Broker;0;6.028.729.418;1.0;Medium;21.876.737;white;2.396.365.288;0
12347;34;M;1.0;56;35260;1;1;Rent;20149;05/03/2015;Sunday;Local;0;0.0;30;Online;1;2.335.719.411;4.0;Large;2.903.588.778;other;142.634.727;0
12349;37;M;1.0;51;36107;0;0;Own;15060;08/01/2015;Saturday;Local;0;1.0;1;Broker;1;7.601.222.011;3.0;Compact;274.953.515;gray;1.100.017.214;0
12350;44;M;1.0;85;37853;1;0;Own;15019;2/23/2016;Tuesday;Local;1;0.0;69;Online;0;4.720.403.314;7.0;Large;2.217.905.116;gray;1.975.532.487;1
12354;60;M;1.0;76;40949;0;0;Rent;50023;2/27/2016;Saturday;Local;0;0.0;49;Broker;1;4.543.308.703;4.0;Medium;14.653.433.809.999.900;blue;2.221.226.735;0
12355;32;F;0.0;78;34669;1;0;Rent;20137;5/23/2016;Monday;Highway;0;1.0;7;Phone;0;5.664.381.675;4.0;Compact;11.553.273.290.000.000;blue;2.173.958.279;1
12357;54;M;1.0;82;39874;1;1;Own;80047;4/24/2016;Sunday;Parking Lot;0;1.0;99;Online;1;6.634.768.622;6.0;Compact;22.943.714.330.000.000;gray;1.217.515.558;0
12358;65;M;1.0;84;41736;1;1;Own;15010;7/15/2016;Friday;Local;1;0.0;70;Online;0;18.200.295.489.999.900;5.0;Large;15.435.638.009.999.900;black;9.739.008.523.999.990;0
